,id,imdb_id,original_title,title,genres,budget,revenue,release_date,runtime,vote_average,vote_count,genre_term_1,genre_term_2,genre_term_3,genre_term_4,genre_term_5,genre_term_6,genre_term_7,genre_term_8,genre_term_9,budget_adjusted_to_2020,revenue_adjusted_to_2020
9451,1913,tt0369702,Mar adentro,The Sea Inside,Drama,12806000.0,38535221.0,2004-09-03,125.0,7.2,224.0,Drama,,,,,,,,,17539097.6,52777838.68
9453,2539,tt0371246,Spanglish,Spanglish,Comedy,80000000.0,55041367.0,2004-12-17,130.0,5.8,375.0,Comedy,,,,,,,,,109568000.0,75384656.24
9460,179,tt0373926,The Interpreter,The Interpreter,"Crime,Thriller",80000000.0,162944923.0,2005-04-08,128.0,6.2,400.0,Crime,Thriller,,,,,,,,106008000.0,215918317.47
9461,83,tt0374102,Open Water,Open Water,"Drama,Thriller",130000.0,54667954.0,2004-08-06,79.0,5.3,320.0,Drama,Thriller,,,,,,,,178048.0,74873229.8
9469,4836,tt0375912,Layer Cake,Layer Cake,"Drama,Thriller,Crime",6500000.0,11850214.0,2004-09-30,105.0,7.0,565.0,Drama,Thriller,Crime,,,,,,,8902400.0,16230053.09
9473,11866,tt0377062,Flight of the Phoenix,Flight of the Phoenix,"Action,Adventure,Drama,Thriller",45000000.0,21009180.0,2004-12-17,113.0,5.7,282.0,Action,Adventure,Drama,Thriller,,,,,,61632000.0,28774172.93
9474,12281,tt0377091,Mean Creek,Mean Creek,"Crime,Drama",500000.0,603943.0,2004-01-15,90.0,6.9,110.0,Crime,Drama,,,,,,,,684800.0,827160.33
9475,10320,tt0377109,The Ring Two,The Ring Two,"Drama,Horror,Thriller",50000000.0,161451538.0,2005-03-17,110.0,5.5,646.0,Drama,Horror,Thriller,,,,,,,66255000.0,213939433.0
9477,30973,tt0377992,The Visual Bible: The Gospel of John,The Visual Bible: The Gospel of John,"Drama,History",10000000.0,4069090.0,2003-09-11,125.0,8.2,12.0,Drama,History,,,,,,,,14056000.0,5719512.9
9484,62276,tt0381936,Бумер,Bummer,"Action,Crime",700000.0,1600000.0,2003-08-02,110.0,6.0,18.0,Action,Crime,,,,,,,,983920.0,2248960.0
9488,20912,tt0384533,She Hate Me,She Hate Me,"Comedy,Drama",8000000.0,365134.0,2004-07-30,138.0,5.1,29.0,Comedy,Drama,,,,,,,,10956800.0,500087.53
9498,1392,tt0388789,Born into Brothels,Born into Brothels,Documentary,350000.0,3515061.0,2004-12-08,85.0,6.7,61.0,Documentary,,,,,,,,,479360.0,4814227.55
9501,291,tt0389326,Riding Giants,Riding Giants,Documentary,2600000.0,3166000.0,2004-07-09,105.0,7.6,23.0,Documentary,,,,,,,,,3560960.0,4336153.6
9510,3509,tt0405296,A Scanner Darkly,A Scanner Darkly,"Animation,Science,Fiction,Thriller",8700000.0,7659918.0,2006-05-25,100.0,6.8,540.0,Animation,Science,Fiction,Thriller,,,,,,11164710.0,9829972.77
9511,11662,tt0405821,キャシャーン,Casshern,"Drama,Horror,Science,Fiction",6000000.0,1530216.0,2004-04-24,141.0,5.7,74.0,Drama,Horror,Science,Fiction,,,,,,8217600.0,2095783.83
9522,70,tt0405159,Million Dollar Baby,Million Dollar Baby,Drama,30000000.0,216763646.0,2004-12-15,132.0,7.7,2519.0,Drama,,,,,,,,,41088000.0,296879489.56
9529,205,tt0395169,Hotel Rwanda,Hotel Rwanda,"Drama,History,War",17500000.0,38000000.0,2004-09-11,121.0,7.5,805.0,Drama,History,War,,,,,,,23968000.0,52044800.0
9536,118,tt0367594,Charlie and the Chocolate Factory,Charlie and the Chocolate Factory,"Adventure,Comedy,Family,Fantasy",150000000.0,474968763.0,2005-07-13,115.0,6.7,3759.0,Adventure,Comedy,Family,Fantasy,,,,,,198765000.0,629381107.85
9541,421,tt0362270,The Life Aquatic with Steve Zissou,The Life Aquatic with Steve Zissou,"Adventure,Comedy,Drama",50000000.0,34808403.0,2004-12-10,119.0,7.1,781.0,Adventure,Comedy,Drama,,,,,,,68480000.0,47673588.75
9542,2567,tt0338751,The Aviator,The Aviator,Drama,116000000.0,102000000.0,2004-12-17,170.0,7.0,1526.0,Drama,,,,,,,,,158873600.0,139699200.0
9543,9833,tt0293508,The Phantom of the Opera,The Phantom of the Opera,"Music,Thriller,Drama,Romance",70000000.0,154648887.0,2004-12-08,143.0,7.0,448.0,Music,Thriller,Drama,Romance,,,,,,95872000.0,211807115.64
9547,693,tt0290002,Meet the Fockers,Meet the Fockers,"Comedy,Romance",80000000.0,516642939.0,2004-12-22,115.0,6.1,1412.0,Comedy,Romance,,,,,,,,109568000.0,707594169.25
9559,11804,tt0375210,White Noise,White Noise,"Drama,Horror,Thriller",10000000.0,91196419.0,2005-01-07,101.0,5.6,267.0,Drama,Horror,Thriller,,,,,,,13251000.0,120844374.82
9579,21259,tt0086429,Testament,Testament,"Action,Drama,Science,Fiction",1500000.0,2044892.0,1983-11-04,90.0,6.3,29.0,Action,Drama,Science,Fiction,,,,,,3898500.0,5314674.31
9582,22301,tt0020960,Hell's Angels,Hell's Angels,"Action,Drama,History",3950000.0,8000000.0,1930-11-15,127.0,6.1,19.0,Action,Drama,History,,,,,,,61185500.0,123920000.0
9589,39472,tt0104804,Man Trouble,Man Trouble,"Comedy,Romance",30.0,4.0,1992-07-17,100.0,4.7,11.0,Comedy,Romance,,,,,,,,55.32,7.38
9598,16442,tt0034167,Sergeant York,Sergeant York,"Action,Drama,History,War",1400000.0,16361885.0,1941-07-02,134.0,7.1,47.0,Action,Drama,History,War,,,,,,24643220.0,288006808.34
9603,16220,tt0076929,Wizards,Wizards,"Animation,Fantasy,Science,Fiction",1200000.0,9000000.0,1977-02-09,80.0,6.4,42.0,Animation,Fantasy,Science,Fiction,,,,,,5120640.0,38404800.0
9611,11633,tt0401233,アップルシード,Appleseed,"Animation,Action,Science,Fiction",10000000.0,1461989.0,2004-04-17,101.0,6.8,116.0,Animation,Action,Science,Fiction,,,,,,13696000.0,2002340.13
9617,9947,tt0357277,Elektra,Elektra,"Action,Fantasy",43000000.0,56681566.0,2005-01-13,97.0,4.9,590.0,Action,Fantasy,,,,,,,,56979300.0,75108743.11
9618,6439,tt0376105,Racing Stripes,Racing Stripes,Comedy,30000000.0,93772522.0,2005-01-06,102.0,5.1,127.0,Comedy,,,,,,,,,39753000.0,124257968.9
9619,7214,tt0393162,Coach Carter,Coach Carter,Drama,30000000.0,76669806.0,2005-01-14,136.0,7.3,510.0,Drama,,,,,,,,,39753000.0,101595159.93
9628,19610,tt0075265,A Star Is Born,A Star Is Born,"Drama,Music,Romance",6000000.0,161000000.0,1976-12-16,139.0,5.7,22.0,Drama,Music,Romance,,,,,,,27255000.0,731342500.0
9629,27549,tt0101412,Beastmaster 2: Through the Portal of Time,Beastmaster 2: Through the Portal of Time,"Action,Adventure,Fantasy,Science,Fiction",6000000.0,869325.0,1991-06-08,107.0,4.6,17.0,Action,Adventure,Fantasy,Science,Fiction,,,,,11389800.0,1650239.65
9643,10694,tt0109402,The Chase,The Chase,"Comedy,Thriller,Action,Crime",26000000.0,8009329.0,1994-03-04,89.0,5.6,89.0,Comedy,Thriller,Action,Crime,,,,,,45403800.0,13986691.23
9647,613,tt0363163,Der Untergang,Downfall,"Drama,History,War",18339750.0,92180910.0,2004-09-08,156.0,7.7,1059.0,Drama,History,War,,,,,,,25118121.6,126250974.34
9649,8978,tt0398712,Assault on Precinct 13,Assault on Precinct 13,Thriller,30000000.0,35294470.0,2005-01-19,109.0,6.0,318.0,Thriller,,,,,,,,,39753000.0,46768702.2
9650,11637,tt0368578,Are We There Yet?,Are We There Yet?,"Adventure,Comedy,Family,Romance",32000000.0,97918663.0,2005-01-20,95.0,5.2,227.0,Adventure,Comedy,Family,Romance,,,,,,42403200.0,129752020.34
9651,12142,tt0369226,Alone in the Dark,Alone in the Dark,"Action,Fantasy,Horror,Thriller",20000000.0,10442808.0,2005-01-28,96.0,3.1,174.0,Action,Fantasy,Horror,Thriller,,,,,,26502000.0,13837764.88
9652,11096,tt0382077,Hide and Seek,Hide and Seek,"Horror,Mystery,Thriller",25000000.0,122644820.0,2005-01-27,101.0,6.1,455.0,Horror,Mystery,Thriller,,,,,,,33127500.0,162516650.98
9654,8968,tt0357507,Boogeyman,Boogeyman,"Thriller,Horror,Drama,Mystery",20000000.0,67192859.0,2005-02-04,89.0,4.6,194.0,Thriller,Horror,Drama,Mystery,,,,,,26502000.0,89037257.46
9655,6961,tt0372532,The Wedding Date,The Wedding Date,"Comedy,Romance",15000000.0,47175038.0,2005-02-04,88.0,6.2,238.0,Comedy,Romance,,,,,,,,19876500.0,62511642.85
9677,2436,tt0106761,Double Dragon,Double Dragon,"Action,Adventure,Comedy,Science,Fiction",3500000.0,2341309.0,1994-11-04,89.0,3.9,65.0,Action,Adventure,Comedy,Science,Fiction,,,,,6112050.0,4088627.91
9698,4935,tt0347149,ハウルの動く城,Howl's Moving Castle,"Fantasy,Animation,Adventure",24000000.0,234710455.0,2004-11-19,119.0,8.2,2049.0,Fantasy,Animation,Adventure,,,,,,,32870400.0,321459439.17
9702,193704,tt0361322,Assisted Living,Assisted Living,"Comedy,Drama",500.0,41.0,2005-02-02,78.0,7.5,1.0,Comedy,Drama,,,,,,,,662.55,54.33
9704,8488,tt0386588,Hitch,Hitch,"Comedy,Drama,Romance",70000000.0,368100420.0,2005-02-10,118.0,6.3,1721.0,Comedy,Drama,Romance,,,,,,,92757000.0,487769866.54
9706,12228,tt0418753,Inside Deep Throat,Inside Deep Throat,"History,Documentary",2000000.0,653621.0,2005-02-11,92.0,6.8,31.0,History,Documentary,,,,,,,,2650200.0,866113.19
9709,561,tt0360486,Constantine,Constantine,"Drama,Fantasy,Horror",100000000.0,230884728.0,2005-02-08,121.0,6.6,1837.0,Drama,Fantasy,Horror,,,,,,,132510000.0,305945353.07
9711,17880,tt0317132,Because of Winn-Dixie,Because of Winn-Dixie,"Comedy,Drama,Family",14000000.0,32645546.0,2005-02-18,106.0,6.1,63.0,Comedy,Drama,Family,,,,,,,18551400.0,43258613.0
9723,3040,tt0403358,Ночной дозор,Night Watch,"Fantasy,Action,Thriller",4200000.0,32000000.0,2004-06-27,114.0,6.3,212.0,Fantasy,Action,Thriller,,,,,,,5752320.0,43827200.0
9732,29993,tt0041838,Samson and Delilah,Samson and Delilah,"Drama,Romance",3000000.0,11500000.0,1949-12-21,128.0,6.1,32.0,Drama,Romance,,,,,,,,32496600.0,124570300.0
9733,9470,tt0373074,功夫,Kung Fu Hustle,"Action,Comedy,Crime,Fantasy",20000000.0,100914445.0,2004-02-10,99.0,7.2,841.0,Action,Comedy,Crime,Fantasy,,,,,,27392000.0,138212423.87
9763,10012,tt0257516,Cursed,Cursed,"Horror,Comedy",35000000.0,19294901.0,2005-02-25,97.0,5.1,168.0,Horror,Comedy,,,,,,,,46378500.0,25567673.32
9766,10022,tt0395699,The Pacifier,The Pacifier,"Action,Comedy,Drama,Family,Thriller",56000000.0,113006880.0,2005-03-04,95.0,5.8,865.0,Action,Comedy,Drama,Family,Thriller,,,,,74205600.0,149745416.69
9767,4551,tt0377471,Be Cool,Be Cool,"Comedy,Crime",53000000.0,95226116.0,2005-03-04,118.0,5.4,296.0,Comedy,Crime,,,,,,,,70230300.0,126184126.31
9770,2026,tt0340163,Hostage,Hostage,"Mystery,Drama,Thriller,Crime",52000000.0,77944725.0,2005-03-10,113.0,6.2,519.0,Mystery,Drama,Thriller,Crime,,,,,,68905200.0,103284555.1
9771,9928,tt0358082,Robots,Robots,"Animation,Comedy,Family,Science,Fiction",75000000.0,260696994.0,2005-03-10,91.0,6.0,1383.0,Animation,Comedy,Family,Science,Fiction,,,,,99382500.0,345449586.75
9795,33539,tt0107745,Once Upon a Forest,Once Upon a Forest,"Animation,Family,Adventure",13000000.0,6582052.0,1993-06-18,71.0,6.2,24.0,Animation,Family,Adventure,,,,,,,23280400.0,11787138.72
9804,22377,tt0063035,The Green Berets,The Green Berets,"War,Drama",7000000.0,11000000.0,1968-07-04,142.0,5.8,34.0,War,Drama,,,,,,,,52129700.0,81918100.0
9824,13374,tt0396652,Ice Princess,Ice Princess,"Drama,Comedy,Family",25000000.0,27645491.0,2005-03-17,98.0,5.9,189.0,Drama,Comedy,Family,,,,,,,33127500.0,36633040.12
9828,11638,tt0372237,Guess Who,Guess Who,"Comedy,Romance",35000000.0,68915888.0,2005-03-25,105.0,5.5,230.0,Comedy,Romance,,,,,,,,46378500.0,91320443.19
9838,44634,tt0399901,Woman Thou Art Loosed,Woman Thou Art Loosed,Drama,3000000.0,6804016.0,2004-09-30,94.0,5.0,3.0,Drama,,,,,,,,,4108800.0,9318780.31
9876,28448,tt0096409,Walker,Walker,"Drama,History,Western",5800000.0,257043.0,1987-12-04,94.0,6.4,16.0,Drama,History,Western,,,,,,,13211820.0,585518.25
9887,17113,tt0357110,The Ballad of Jack and Rose,The Ballad of Jack and Rose,Drama,1500000.0,712294.0,2005-03-25,111.0,6.5,43.0,Drama,,,,,,,,,1987650.0,943860.78
9888,187,tt0401792,Sin City,Sin City,"Action,Thriller,Crime",40000000.0,158733820.0,2005-04-01,124.0,7.2,2755.0,Action,Thriller,Crime,,,,,,,53004000.0,210338184.88
9889,14177,tt0388500,Beauty Shop,Beauty Shop,"Comedy,Romance",25000000.0,36351350.0,2005-06-02,105.0,5.4,118.0,Comedy,Romance,,,,,,,,33127500.0,48169173.88
9892,7364,tt0318649,Sahara,Sahara,"Action,Adventure,Comedy,Drama,Mystery",130000000.0,119269486.0,2005-04-06,124.0,5.7,440.0,Action,Adventure,Comedy,Drama,Mystery,,,,,172263000.0,158043995.9
9893,11431,tt0332047,Fever Pitch,Fever Pitch,"Comedy,Drama,Romance",30000000.0,50451307.0,2005-04-06,103.0,5.9,186.0,Comedy,Drama,Romance,,,,,,,39753000.0,66853026.91
9899,16551,tt0088001,Rhinestone,Rhinestone,Comedy,28000000.0,21435321.0,1984-06-22,111.0,4.9,33.0,Comedy,,,,,,,,,69731200.0,53382523.42
9929,14689,tt0060491,Hawaii,Hawaii,"Drama,Adventure,Romance",15000000.0,34562222.0,1966-10-10,189.0,5.8,13.0,Drama,Adventure,Romance,,,,,,,119767500.0,275962061.56
9975,84084,tt0037465,Wilson,Wilson,"Romance,Drama,History,Music",2995000.0,2000000.0,1944-08-01,154.0,5.5,2.0,Romance,Drama,History,Music,,,,,,44183438.0,29504800.0
9977,7453,tt0371724,The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy,"Adventure,Comedy,Family,Science,Fiction",50000000.0,104478416.0,2005-01-15,109.0,6.6,1340.0,Adventure,Comedy,Family,Science,Fiction,,,,,66255000.0,138444349.04
9987,10065,tt0384806,The Amityville Horror,The Amityville Horror,"Horror,Thriller,Drama",19000000.0,108047131.0,2005-04-15,90.0,6.0,606.0,Horror,Thriller,Drama,,,,,,,25176900.0,143173253.29
9996,9393,tt0384369,Napola – Elite für den Führer,Before the Fall,Drama,4500000.0,3764219.0,2004-07-04,117.0,7.3,74.0,Drama,,,,,,,,,6163200.0,5155474.34
9997,16972,tt0079180,The Frisco Kid,The Frisco Kid,"Western,Comedy",9200000.0,9346177.0,1979-07-06,114.0,6.0,38.0,Western,Comedy,,,,,,,,32760280.0,33280801.68
10005,8976,tt0391304,A Lot Like Love,A Lot Like Love,Comedy,30000000.0,42886719.0,2005-04-22,107.0,6.5,329.0,Comedy,,,,,,,,,39753000.0,56829191.35
10010,11679,tt0329774,xXx: State of the Union,xXx: State of the Union,"Action,Adventure,Crime,Drama,Mystery,Thriller",60000000.0,71073932.0,2005-04-27,101.0,4.7,565.0,Action,Adventure,Crime,Drama,Mystery,Thriller,,,,79506000.0,94180067.29
10012,1495,tt0320661,Kingdom of Heaven,Kingdom of Heaven,"Drama,Action,Adventure,History,War",130000000.0,211643158.0,2005-05-03,144.0,6.6,1187.0,Drama,Action,Adventure,History,War,,,,,172263000.0,280448348.67
10013,10066,tt0397065,House of Wax,House of Wax,Horror,40000000.0,68766121.0,2005-04-30,113.0,5.5,696.0,Horror,,,,,,,,,53004000.0,91121986.94
10014,1640,tt0375679,Crash,Crash,Drama,6500000.0,98410061.0,2004-01-13,112.0,7.2,1172.0,Drama,,,,,,,,,8902400.0,134782419.55
10024,43881,tt0028216,San Francisco,San Francisco,"Music,Drama,Romance",1300000.0,5273000.0,1936-06-26,115.0,7.0,13.0,Music,Drama,Romance,,,,,,,24261510.0,98408417.1
10061,10027,tt0342258,Unleashed,Unleashed,"Action,Crime",45000000.0,50871113.0,2005-02-02,103.0,6.6,531.0,Action,Crime,,,,,,,,59629500.0,67409311.84
10069,1895,tt0121766,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,"Science,Fiction,Adventure,Action",113000000.0,850000000.0,2005-05-17,140.0,7.1,4200.0,Science,Fiction,Adventure,Action,,,,,,149736300.0,1126335000.0
10070,9981,tt0384642,Kicking & Screaming,Kicking & Screaming,"Romance,Comedy,Family",45000000.0,56070433.0,2005-05-13,95.0,5.6,179.0,Romance,Comedy,Family,,,,,,,59629500.0,74298930.77
10071,4379,tt0369735,Monster-in-Law,Monster-in-Law,"Romance,Comedy",43000000.0,154749918.0,2005-05-13,101.0,5.6,413.0,Romance,Comedy,,,,,,,,56979300.0,205059116.34
10083,27,tt0411705,9 Songs,9 Songs,"Drama,Music,Romance",1000000.0,1574623.0,2004-07-16,66.0,5.1,103.0,Drama,Music,Romance,,,,,,,1369600.0,2156603.66
10089,953,tt0351283,Madagascar,Madagascar,"Family,Animation",75000000.0,532680671.0,2005-05-25,86.0,6.6,3322.0,Family,Animation,,,,,,,,99382500.0,705855157.14
10092,13064,tt0106233,Airborne,Airborne,"Action,Adventure,Comedy",2600000.0,2850263.0,1993-09-17,91.0,6.1,20.0,Action,Adventure,Comedy,,,,,,,4656080.0,5104250.98
10095,12700,tt0449086,Dominion: Prequel to the Exorcist,Dominion: Prequel to the Exorcist,"Horror,Thriller",30000000.0,251495.0,2005-05-20,117.0,4.8,77.0,Horror,Thriller,,,,,,,,39753000.0,333256.02
10096,9291,tt0398165,The Longest Yard,The Longest Yard,"Comedy,Drama",82000000.0,190320568.0,2005-05-19,113.0,6.2,804.0,Comedy,Drama,,,,,,,,108658200.0,252193784.66
10098,34309,tt0119709,Most Wanted,Most Wanted,"Action,Thriller",25000000.0,11838218.0,1997-10-10,99.0,5.8,27.0,Action,Thriller,,,,,,,,40297500.0,19082023.59
10099,921,tt0352248,Cinderella Man,Cinderella Man,"Romance,Drama,History",88000000.0,108539911.0,2005-06-02,144.0,7.3,630.0,Romance,Drama,History,,,,,,,116608800.0,143826236.07
10100,9779,tt0403508,The Sisterhood of the Traveling Pants,The Sisterhood of the Traveling Pants,"Drama,Comedy",25000000.0,39053061.0,2005-06-01,119.0,6.3,396.0,Drama,Comedy,,,,,,,,33127500.0,51749211.13
10101,9787,tt0355702,Lords of Dogtown,Lords of Dogtown,Drama,25000000.0,13411957.0,2005-06-03,107.0,7.0,215.0,Drama,,,,,,,,,33127500.0,17772184.22
10104,787,tt0356910,Mr. & Mrs. Smith,Mr. & Mrs. Smith,"Action,Comedy,Drama,Thriller",110000000.0,478207520.0,2005-06-07,120.0,6.5,3048.0,Action,Comedy,Drama,Thriller,,,,,,145761000.0,633672784.75
10105,14199,tt0424774,The Adventures of Sharkboy and Lavagirl,The Adventures of Sharkboy and Lavagirl,"Adventure,Family,Science,Fiction",50000000.0,69425966.0,2005-06-10,92.0,4.4,278.0,Adventure,Family,Science,Fiction,,,,,,66255000.0,91996347.55
10111,12109,tt0388139,It's All Gone Pete Tong,It's All Gone Pete Tong,"Drama,Comedy,Music",2000000.0,120620.0,2004-09-12,90.0,7.1,53.0,Drama,Comedy,Music,,,,,,,2739200.0,165201.15
10120,11620,tt0043949,Quo Vadis,Quo Vadis,"Drama,History,Romance",8250000.0,30000000.0,1951-11-08,171.0,7.0,64.0,Drama,History,Romance,,,,,,,81918375.0,297885000.0
10122,272,tt0372784,Batman Begins,Batman Begins,"Action,Crime,Drama",150000000.0,374218673.0,2005-06-10,140.0,7.5,7511.0,Action,Crime,Drama,,,,,,,198765000.0,495877163.59
10132,11451,tt0400497,Herbie Fully Loaded,Herbie Fully Loaded,"Comedy,Family,Adventure,Fantasy,Romance",50000000.0,66002004.0,2005-06-22,101.0,5.1,559.0,Comedy,Family,Adventure,Fantasy,Romance,,,,,66255000.0,87459255.5
10134,11683,tt0418819,Land of the Dead,Land of the Dead,Horror,15000000.0,46770602.0,2005-06-24,93.0,6.0,395.0,Horror,,,,,,,,,19876500.0,61975724.71
10135,9722,tt0374536,Bewitched,Bewitched,"Comedy,Fantasy,Romance",85000000.0,131426169.0,2005-06-21,102.0,4.8,463.0,Comedy,Fantasy,Romance,,,,,,,112633500.0,174152816.54
10148,28000,tt0049778,Somebody Up There Likes Me,Somebody Up There Likes Me,Drama,1920000.0,3360000.0,1956-07-03,113.0,6.8,30.0,Drama,,,,,,,,,18245952.0,31930416.0
10149,38731,tt0078444,An Unmarried Woman,An Unmarried Woman,"Drama,Romance,Comedy",2515000.0,24000000.0,1978-05-26,124.0,6.1,17.0,Drama,Romance,Comedy,,,,,,,9989077.0,95323200.0
10177,74,tt0407304,War of the Worlds,War of the Worlds,"Adventure,Thriller,Science,Fiction",132000000.0,591739379.0,2005-06-28,116.0,6.2,2397.0,Adventure,Thriller,Science,Fiction,,,,,,174913200.0,784113851.11
10182,1667,tt0428803,La Marche de l'empereur,March of the Penguins,"Documentary,Family",8000000.0,127392239.0,2005-01-26,80.0,6.9,371.0,Documentary,Family,,,,,,,,10600800.0,168807455.9
10187,7233,tt0376108,Rebound,Rebound,"Comedy,Family",45000000.0,16809014.0,2005-07-01,103.0,5.2,96.0,Comedy,Family,,,,,,,,59629500.0,22273624.45
10190,9009,tt0382628,Dark Water,Dark Water,"Drama,Horror,Thriller",30000000.0,25473093.0,2005-06-27,105.0,5.3,275.0,Drama,Horror,Thriller,,,,,,,39753000.0,33754395.53
10192,9738,tt0120667,Fantastic Four,Fantastic Four,"Action,Adventure,Fantasy,Science,Fiction",100000000.0,330579719.0,2005-06-29,106.0,5.5,3040.0,Action,Adventure,Fantasy,Science,Fiction,,,,,132510000.0,438051185.65
10193,14278,tt0436613,Murderball,Murderball,Documentary,300000.0,1750211.0,2005-07-22,88.0,6.9,23.0,Documentary,,,,,,,,,397530.0,2319204.6
10196,9522,tt0396269,Wedding Crashers,Wedding Crashers,"Comedy,Romance",40000000.0,285176741.0,2005-07-14,119.0,6.4,1406.0,Comedy,Romance,,,,,,,,53004000.0,377887699.5
10203,1826,tt0409184,Les Poupées Russes,Russian Dolls,"Comedy,Drama,Romance",13000000.0,23727301.0,2005-06-15,129.0,6.8,156.0,Comedy,Drama,Romance,,,,,,,17226300.0,31441046.56
10215,10476,tt0410097,Hustle & Flow,Hustle & Flow,Drama,8000000.0,23563727.0,2005-07-22,116.0,6.9,101.0,Drama,,,,,,,,,10600800.0,31224294.65
10216,11309,tt0099740,Hardware,Hardware,"Horror,Science,Fiction,Thriller",1500000.0,5728953.0,1990-09-14,93.0,5.6,88.0,Horror,Science,Fiction,Thriller,,,,,,2967450.0,11333587.72
10221,1635,tt0399201,The Island,The Island,"Action,Thriller,Science,Fiction,Adventure",126000000.0,162949164.0,2005-07-20,136.0,6.5,1813.0,Action,Thriller,Science,Fiction,Adventure,,,,,166962600.0,215923937.22
10222,13341,tt0408524,Bad News Bears,Bad News Bears,"Comedy,Family",30000000.0,34252847.0,2005-07-22,113.0,5.7,73.0,Comedy,Family,,,,,,,,39753000.0,45388447.56
10226,11459,tt0405325,Sky High,Sky High,"Adventure,Comedy,Family",35000000.0,86369815.0,2005-07-29,100.0,5.8,568.0,Adventure,Comedy,Family,,,,,,,46378500.0,114448641.86
10227,10048,tt0382992,Stealth,Stealth,Action,135000000.0,76932943.0,2005-07-28,121.0,4.9,341.0,Action,,,,,,,,,178888500.0,101943842.77
10228,11648,tt0417001,Must Love Dogs,Must Love Dogs,"Romance,Comedy",30000000.0,58405313.0,2005-07-21,98.0,5.8,142.0,Romance,Comedy,,,,,,,,39753000.0,77392880.26
10240,16320,tt0379786,Serenity,Serenity,"Science,Fiction,Action,Adventure,Thriller",39000000.0,38869464.0,2005-08-25,119.0,7.4,1287.0,Science,Fiction,Action,Adventure,Thriller,,,,,51678900.0,51505926.75
10245,308,tt0412019,Broken Flowers,Broken Flowers,"Comedy,Drama,Mystery,Romance",10000000.0,45742101.0,2005-05-17,105.0,6.8,359.0,Comedy,Drama,Mystery,Romance,,,,,,13251000.0,60612858.04
10253,26579,tt0368774,The Heart is Deceitful Above All Things,The Heart is Deceitful Above All Things,Drama,74050.0,176153.0,2004-09-15,98.0,5.7,38.0,Drama,,,,,,,,,101418.88,241259.15
10255,18882,tt0290747,Man-Thing,Man-Thing,"Action,Horror,Science,Fiction",7500000.0,143000.0,2005-04-21,97.0,4.0,38.0,Action,Horror,Science,Fiction,,,,,,9938250.0,189489.3
10257,6519,tt0377818,The Dukes of Hazzard,The Dukes of Hazzard,"Action,Adventure,Comedy",50000000.0,110803676.0,2005-08-05,104.0,5.1,321.0,Action,Adventure,Comedy,,,,,,,66255000.0,146825951.07
10261,11453,tt0367652,Deuce Bigalow: European Gigolo,Deuce Bigalow: European Gigolo,Comedy,22000000.0,22400154.0,2005-08-06,83.0,4.6,232.0,Comedy,,,,,,,,,29152200.0,29682444.07
10262,9913,tt0397101,The Skeleton Key,The Skeleton Key,"Drama,Horror,Mystery,Thriller",43000000.0,91974818.0,2005-07-29,104.0,6.4,588.0,Drama,Horror,Mystery,Thriller,,,,,,56979300.0,121875831.33
10263,8292,tt0430105,Four Brothers,Four Brothers,"Action,Crime",45000000.0,92374674.0,2005-08-11,109.0,6.7,617.0,Action,Crime,,,,,,,,59629500.0,122405680.52
10264,13922,tt0326905,The Great Raid,The Great Raid,"Action,History,War",80000000.0,10166502.0,2005-08-12,132.0,6.8,91.0,Action,History,War,,,,,,,106008000.0,13471631.8
10301,6957,tt0405422,The 40 Year Old Virgin,The 40 Year Old Virgin,"Comedy,Romance",26000000.0,109449237.0,2005-08-11,116.0,6.2,2020.0,Comedy,Romance,,,,,,,,34452600.0,145031183.95
10305,11460,tt0421239,Red Eye,Red Eye,"Horror,Thriller",26000000.0,57891803.0,2005-08-04,85.0,6.2,471.0,Horror,Thriller,,,,,,,,34452600.0,76712428.16
10309,19404,tt0112870,Dilwale Dulhania Le Jayenge,Dilwale Dulhania Le Jayenge,"Comedy,Drama,Romance",13200000.0,100000000.0,1995-10-20,190.0,9.1,661.0,Comedy,Drama,Romance,,,,,,,22395120.0,169660000.0
10321,14175,tt0361089,Valiant,Valiant,"Animation,Family,Adventure",35000000.0,19478106.0,2005-03-25,76.0,5.2,239.0,Animation,Family,Adventure,,,,,,,46378500.0,25810438.26
10322,4442,tt0355295,The Brothers Grimm,The Brothers Grimm,"Adventure,Fantasy,Action,Comedy,Thriller",88000000.0,105316267.0,2005-08-26,118.0,5.6,847.0,Adventure,Fantasy,Action,Comedy,Thriller,,,,,116608800.0,139554585.4
10328,9042,tt0402901,The Cave,The Cave,"Action,Adventure,Horror,Thriller",30000000.0,15007991.0,2005-08-25,97.0,5.2,204.0,Action,Adventure,Horror,Thriller,,,,,,39753000.0,19887088.87
10329,17926,tt0434424,Undiscovered,Undiscovered,"Comedy,Romance",9000000.0,1046166.0,2005-08-26,97.0,4.5,13.0,Comedy,Romance,,,,,,,,11925900.0,1386274.57
10331,1985,tt0387131,The Constant Gardener,The Constant Gardener,"Drama,Mystery,Thriller",25000000.0,82466670.0,2005-08-31,129.0,6.9,428.0,Drama,Mystery,Thriller,,,,,,,33127500.0,109276584.42
